id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13045423,Apartamento totalmente equipado,72178410,David,,Hollywood,25.98867,-80.11914,Entire home/apt,135,4,104,2022-05-18,1.45,1,110,25,
11972288,"Palm-Aire, Fort Lauderdale, FL, Studio #1",10981379,Jan,,Pompano Beach,26.22622,-80.15871,Entire home/apt,140,1,1,2022-01-16,0.19,23,5,1,
13053655,Poolside 2 Bedroom!,70570330,Isaac,,Wilton Manors,26.15978,-80.12472,Entire home/apt,106,1,235,2022-05-13,3.19,5,110,49,
11972347,"Palm-Aire, Fort Lauderdale, FL, Studio Deluxe #1",10981379,Jan,,Pompano Beach,26.22622,-80.15871,Entire home/apt,140,1,2,2018-08-26,0.04,23,2,0,
11972390,"Palm-Aire, Fort Lauderdale, FL, 1 Bedroom #1",10981379,Jan,,Pompano Beach,26.22622,-80.15871,Entire home/apt,175,1,0,,,23,4,0,
13059353,Decadent Lodge fully private hot tub and pool,2609518,Bram,,Hollywood,26.00837,-80.15521,Entire home/apt,225,3,149,2022-06-13,2.05,10,149,41,
11972761,"Palm-Aire, Fort Lauderdale, FL, 1 Bedroom Z #2",10981379,Jan,,Pompano Beach,26.22622,-80.15871,Entire home/apt,175,1,2,2022-05-09,0.72,23,4,2,
13082034,Quiet home in the heart of Pembroke Pines,12106356,Marie,,Pembroke Pines,25.99917,-80.25634,Entire home/apt,125,15,3,2017-12-22,0.05,1,362,0,
11972837,"Palm-Aire, Fort Lauderdale, FL, 2 Bedroom #1",10981379,Jan,,Pompano Beach,26.22622,-80.15871,Entire home/apt,202,1,33,2022-06-16,0.49,23,7,9,
13092713,Comfortable Room in South Florida,63417858,Jose,,Miramar,25.99048,-80.28442,Private room,53,1,170,2022-05-14,2.44,3,136,16,
13093763,SFH  PVT ACCESS BEACH...3 DOORS  AWAY,72697830,Clare,,Pompano Beach,26.25387,-80.085,Entire home/apt,298,3,16,2022-04-15,0.23,1,86,7,
11999041,"""Grey Manor"" - Cozy 1550 sq. ft. 3 bed, 2 bath single family home with private pool",64101323,Davin,,Hallandale Beach,25.99136,-80.13991,Entire home/apt,304,2,107,2021-11-06,1.67,2,346,3,
13093957,Close to  airport/cruise port & 2 miles to BEACH!,14080435,Elmer,,Fort Lauderdale,26.14287,-80.12596,Entire home/apt,168,1,290,2022-06-04,4.03,10,299,16,
12005613,"**BEACHFRONT, MODERN 5 ACRES RESORT*  Free Parking",64205146,Ramon,,Hollywood,25.99731,-80.11736,Entire home/apt,78,89,6,2022-04-30,0.09,1,170,1,
13117230,PRIVATE TROPICAL OASIS,72969245,Craig,,Oakland Park,26.16975,-80.12953,Entire home/apt,399,3,86,2022-06-05,1.20,1,268,10,
12022187,#1 - Cozy downstairs Villa - Lauderdale By The Sea,64319511,Wayne,,Lauderdale By The Sea,26.18923,-80.09647,Entire home/apt,125,7,12,2022-04-09,0.18,7,299,7,
13123551,Luxurious Spacious Dream House,23379558,Francis,,Hollywood,26.00602,-80.19399,Entire home/apt,500,60,0,,,2,359,0,
12056632,Efficiency with  private entrance,26640141,Andrea,,Davie,26.10989,-80.33625,Private room,50,15,20,2022-05-27,0.29,2,241,4,
13164312,Cozy & private  with covered patio and yard,73521397,Brigitta,,Fort Lauderdale,26.11188,-80.15807,Entire home/apt,104,2,172,2022-06-06,2.34,1,28,24,
12065402,Cozy Guest Room/Priv Bath/Walk 2 Everything,49444450,Ikon,,Dania Beach,26.04041,-80.13279,Private room,72,1,33,2022-04-17,0.45,1,203,7,
13174392,Acqua Camino 7,14973726,Tatiana,,Pompano Beach,26.25277,-80.08962,Entire home/apt,174,7,10,2022-04-22,0.15,8,258,3,
12070063,Villa olas,64238730,Emir,,Fort Lauderdale,26.11978,-80.12525,Entire home/apt,4500,3,0,,,1,0,0,
13174600,Rare treasure in Broward County,72535813,Erika,,Parkland,26.33341,-80.28933,Entire home/apt,475,7,9,2022-01-02,0.15,1,32,2,
12088012,"Lakefront, beautiful 3 bedroom home.",64782488,Mary,,Pembroke Pines,26.01457,-80.37987,Entire home/apt,490,3,37,2022-03-02,0.54,2,45,3,
12088189,Tara #15 -Double Queen 1 Bedroom Suite + Sofa Bed,14324932,North Beach Village,,Fort Lauderdale,26.13105,-80.10892,Entire home/apt,175,28,8,2022-01-01,0.13,13,228,1,
13174984,Acqua Camino 6,14973726,Tatiana,,Pompano Beach,26.25277,-80.08826,Entire home/apt,174,7,6,2022-04-15,0.09,8,307,2,
12092998,Beach 3Winter Month Stay,64823641,Sally,,Fort Lauderdale,26.16329,-80.09873,Entire home/apt,111,90,12,2021-11-07,0.20,2,158,1,
13189949,"Waterfront - Near Beach, w/kayaking, Paddleboards.",73811627,Joe,,Pompano Beach,26.2224,-80.11009,Entire home/apt,604,7,2,2017-01-06,0.03,1,362,0,
12093705,#8 - 4/B  Custom Luxury Vacation Pool Home,64319511,Wayne,,Lighthouse Point,26.29215,-80.08796,Entire home/apt,275,7,20,2021-11-17,0.27,7,313,5,
13193428,The Hamptons Hideaway + Coffee Lounge,68311472,Andrei,,Hollywood,25.99974,-80.14144,Entire home/apt,229,2,152,2022-06-09,3.04,3,155,48,
12095467,#3 -Seaside Villa 2 bedrm - Lauderdale By The Sea,64319511,Wayne,,Lauderdale By The Sea,26.18923,-80.09647,Entire home/apt,125,7,19,2022-05-29,0.25,7,344,7,
12095502,"Villa with Heated Pool, Laundry, Ping Pong & More",18223644,Felipe,,Oakland Park,26.19942,-80.14031,Entire home/apt,117,2,268,2022-06-12,3.61,5,241,57,
13201932,Resort Style Living,73956516,Lorraine,,Davie,26.07792,-80.28041,Private room,65,30,0,,,1,0,0,
12096022,#4 - Ground Floor Studio - Lauderdale By The Sea,64319511,Wayne,,Lauderdale By The Sea,26.18923,-80.09647,Entire home/apt,105,7,21,2022-04-13,0.28,7,358,5,
13215778,Our Floridian paradise Amazing waterfront villa,66857555,Veronique,,Lighthouse Point,26.29147,-80.09171,Entire home/apt,629,3,53,2022-04-03,0.79,1,17,22,
12101675,Cozy Front Beach Apartment 1B/1B,22291290,Rafael,,Hollywood,25.987049,-80.118332,Entire home/apt,160,3,99,2022-06-15,1.39,2,281,23,
13231157,Beach Walk Residence Hollywood Beach,74282055,Valerie,,Hollywood,25.98693,-80.1199,Private room,186,1,0,,,1,363,0,
13247763,"Spacious room w/King size bed, Free WiFi & Cable",74476461,Marie,,Pembroke Park,25.98459,-80.17679,Private room,45,15,14,2018-09-11,0.20,1,42,0,
12106133,"#7 Sleeps 6 , OCEAN & DOWNTOWN  VIEW",64319511,Wayne,,Lauderdale By The Sea,26.18923,-80.09647,Entire home/apt,153,7,9,2022-04-06,0.14,7,327,6,
13265259,A Soothing and inviting ambience for you !,74703830,Thea,,Fort Lauderdale,26.20545,-80.12881,Private room,65,3,21,2020-03-11,0.32,1,0,0,
12107713,#2 Deer Creek Country Club 2 Bed 2 Bath Pets ok,63902789,Julie,,Deerfield Beach,26.31903,-80.13793,Entire home/apt,143,1,110,2022-06-12,1.47,3,232,33,
13329077,2 Room Suite on the Ocean with Large Balcony,75426097,Nicholas,,Fort Lauderdale,26.13101,-80.10364,Entire home/apt,250,3,22,2022-03-17,0.37,1,58,9,
12109008,#6 - Seaside Villa One Bedroom Second floor,64319511,Wayne,,Lauderdale By The Sea,26.18923,-80.09647,Entire home/apt,105,7,29,2022-05-17,0.42,7,237,11,
12126887,Luxury Apartment-BeachWalk Resort!!,65053328,My Apart In Miami,,Hallandale Beach,25.98624,-80.12343,Entire home/apt,238,3,44,2022-03-26,0.58,13,147,1,
13344760,BEACHWALK RESORT 2 BEDROOM 16 FL & BEACH SERVICE,2001930,Dmitri,,Hollywood,25.98673,-80.12183,Entire home/apt,245,7,8,2022-04-07,0.12,51,337,5,
12132145,630A FLL Private Apt.- 1.5 mi to Beach & Las Olas,8487141,Victoria Park Vacation Rentals,,Fort Lauderdale,26.13124,-80.12339,Entire home/apt,110,1,232,2022-05-18,3.13,20,44,29,
12157014,#5 - Cozy Seaside Studio - Lauderdale By The Sea,64319511,Wayne,,Lauderdale By The Sea,26.18923,-80.09647,Entire home/apt,95,7,27,2022-05-10,0.49,7,328,8,
13369715,Pomp/Fort Lauderdale Beach 5 Bed Mansion on water,75793222,Michael,,Pompano Beach,26.24165,-80.09168,Entire home/apt,979,3,64,2022-04-11,0.89,7,343,12,
13375183,The Great Getaway,75947856,James,,Miramar,25.97838,-80.24375,Private room,77,1,20,2020-02-16,0.29,1,0,0,
12182208,Martini Luxury Hotel Suite,55264937,Rick,,Oakland Park,26.17282,-80.16811,Private room,73,1,1,2020-02-02,0.03,1,0,0,
12203113,#1 Deer Creek Country Club 2 Bed 2 Bath Pets OK,63902789,Julie,,Deerfield Beach,26.31952,-80.13833,Entire home/apt,129,1,59,2022-05-23,0.89,3,295,18,
13432358,"Updated townhouse,near the beach and shopping",76609613,Gene,,Hallandale Beach,25.99583,-80.12852,Private room,150,5,0,,,1,0,0,
13443997,Feel like home with a gorgeous lake view,40969309,Fede,,Margate,26.27061,-80.2174,Entire home/apt,150,15,22,2022-06-01,0.49,1,260,2,
12203815,New Beachfront 1 BR Condo-Steps to the Beach (1),29537330,Dan/ Gio,,Hollywood,26.02532,-80.11637,Entire home/apt,209,3,7,2022-02-23,0.84,32,335,7,
12207863,Luxury Executive Room  BeachWalk Resort !,65053328,My Apart In Miami,,Hallandale Beach,25.98624,-80.12343,Entire home/apt,123,2,117,2022-03-08,1.58,13,22,4,
13466336,"HGTV Design Star Home-Beach entry, Pool-Spa Heaven",76998908,Karina,,Deerfield Beach,26.30629,-80.08798,Entire home/apt,450,5,24,2022-05-16,0.33,1,254,9,
12223507,628A FLL Private Apt.- 1.5 mi to Beach & Las Olas,8487141,Victoria Park Vacation Rentals,,Fort Lauderdale,26.13152,-80.12361,Entire home/apt,109,1,234,2022-05-30,3.11,20,31,52,
12265535,"4/2 with pool, dock, canal. Bermuda's Secret",14973726,Tatiana,,Fort Lauderdale,26.1969,-80.12855,Entire home/apt,357,3,75,2022-05-31,1.02,8,242,13,
12272738,One Bedroom Suite-Beachwalk Resort,65053328,My Apart In Miami,,Hallandale Beach,25.98624,-80.12343,Entire home/apt,144,2,116,2022-05-23,1.57,13,36,11,
13486489,Garden View 2 bed 1 bath & Pool!,70570330,Isaac,,Wilton Manors,26.15901,-80.12361,Entire home/apt,108,1,217,2022-06-02,2.97,5,129,29,
12285865,Ft. Lauderdale Beach! 2 Queen Studio with Kitchen!,65389940,Fortuna,,Fort Lauderdale,26.1277,-80.10502,Private room,175,1,13,2021-06-12,0.18,5,75,0,
13531273,Coastal Living for Four,1304156,Nicolas,,Hollywood,26.02757,-80.14187,Entire home/apt,117,2,118,2022-05-15,1.75,4,358,23,
13531521,Sit a spell and sang me a song.,69417767,/Robert,,Sunrise,26.16721,-80.3149,Entire home/apt,126,2,0,,,1,0,0,
13701303,TU CALETA EN MIAMI 4,79913668,Andrea,,Hollywood,26.02201,-80.21712,Private room,36,1,164,2022-05-29,2.26,4,361,23,
13548470,Ultra Modern Miami 3BR Penthouse by Pininfarina,77988070,Ivan,,Hallandale Beach,25.98535,-80.12245,Entire home/apt,377,4,96,2022-04-24,1.36,1,240,13,
13560181,Miami Hollywood Delightful Bay View on the Beach,31595811,Miami Rent Apart,,Hollywood,25.98699,-80.11916,Entire home/apt,120,1,26,2021-06-06,0.36,49,217,0,
13729255,4 Bedroom 4 bath Penthouse on Ocean with balcony,75793222,Michael,,Fort Lauderdale,26.17876,-80.09628,Entire home/apt,1200,2,2,2022-03-07,0.13,7,364,1,
13560600,Amazing Beach Studio!!,24485396,Marisol,,Hollywood,26.01135,-80.1157,Entire home/apt,114,3,73,2022-05-11,1.00,2,33,2,
13588956,"COMFORTABLE ROOM, GREAT LOCATION IN WILTON MANORS. WALK TO THE DRIVE",1433887,Daniel,,Wilton Manors,26.15787,-80.12981,Private room,55,2,78,2022-06-02,1.14,3,149,14,
13613284,Condo by the Beach,78802760,Eulises,,Hollywood,26.00031,-80.11906,Entire home/apt,200,90,1,2018-02-02,0.02,1,0,0,
13733257,"Beachwalk aptmt, Fully Equipped, Great view, Pool!",80349431,Nicolas And Angela,,Hollywood,25.98656,-80.12207,Entire home/apt,141,2,96,2022-05-16,1.34,3,131,19,
13616220,Bougainvilla Beach House,61401527,Sally,,Lauderdale By The Sea,26.19693,-80.09777,Entire home/apt,250,4,46,2021-04-06,0.69,1,74,0,
13733679,"BOATERS RETREAT, 130 feet on water!",35428465,Isabelle,,Pompano Beach,26.22497,-80.11126,Entire home/apt,365,6,17,2022-04-24,0.26,2,152,4,
13623913,"Great Area, Quiet, Cozy in a Great Location!",77672591,Sergio & Kristi,,Fort Lauderdale,26.19814,-80.12243,Entire home/apt,120,30,35,2022-02-05,0.54,3,120,3,
13761284,Florida Luxury Retreat with a private pool,1388796,Marie,,Pompano Beach,26.22369,-80.11585,Entire home/apt,295,31,9,2020-02-22,0.13,1,203,0,
13781471,Private Entrance Studio / Immaculate / Lush Garden,38859041,Bill,,Dania Beach,26.06573,-80.17658,Entire home/apt,84,21,36,2021-06-06,0.54,5,364,0,
13635704,Miami Hollywood Great 2 Bedroom with Garden View,31595811,Miami Rent Apart,,Hollywood,25.98777,-80.1187,Entire home/apt,190,1,24,2022-04-05,0.46,49,136,10,
13796023,Beautiful MCM Apartment Steps from Wilton Drive!,25500370,Douglas,,Wilton Manors,26.15662,-80.13928,Entire home/apt,207,3,48,2022-04-11,0.72,3,173,9,
13639275,Large Room w/ Private Bath in Beautiful Pool Home,79120070,Karie,,Cooper City,26.05682,-80.26831,Private room,39,3,12,2019-06-23,0.19,4,0,0,
13640946,★House★private-Pool★8-min-Beach★Sun★Mall★gateway★,49748800,Mariajose,,Hallandale Beach,25.98606,-80.13009,Entire home/apt,522,2,249,2022-04-27,3.42,21,0,5,
13828080,Florida Tropical Retreat. Waterfront and Pool Home,8680195,Nigel & Maria,,Pompano Beach,26.22709,-80.11666,Entire home/apt,382,5,66,2022-05-07,0.98,1,259,10,
13828534,"Cozy room close to airport,shopping plaza,school",81524109,Merle,,Davie,26.09047,-80.24134,Private room,55,1,51,2022-01-14,0.71,2,7,20,
13665640,A cozy & secluded studio with free parking,930257,Mary,,Hollywood,26.02338,-80.14037,Entire home/apt,70,1,194,2022-05-28,2.67,6,327,30,
13831105,BEACHWALK  PENTHOUSE 31 FLOOR    LUXURY VIEWS,66107329,Gustavo,,Hallandale Beach,25.98594,-80.12279,Entire home/apt,232,30,51,2022-06-12,0.72,1,175,4,
13672282,"MALIBU HOUSE 4/3 FOR 10, CLOSE TO BEACHES, POOL",17469794,Valerie,,Hollywood,26.01958,-80.13298,Entire home/apt,278,5,70,2022-04-30,0.97,48,135,17,
13689316,SunKissed Home 3 bedrooms with pool,79763416,Vanessa,,Pembroke Pines,26.01937,-80.24189,Entire home/apt,181,3,174,2022-05-29,2.43,1,289,36,
13846621,Luxury 17 th floor  Penthouse on the beach,81742695,Leonard,,Hollywood,25.98878,-80.11758,Entire home/apt,125,20,1,2022-06-03,1,3,224,1,
13694694,Oceanfront condo at the high-rise luxury building,79830687,Inna,,Hallandale Beach,25.97739,-80.1192,Entire home/apt,85,30,2,2022-05-31,0.05,1,116,1,
13863619,Miami Hollywood Classy One Bedroom on the Beach,31595811,Miami Rent Apart,,Hollywood,25.98771,-80.11802,Entire home/apt,120,1,2,2021-12-20,0.05,49,270,1,
13882913,Beautiful 2 bedroom minutes to Hollywood Beach,82172231,Craig & Deniece,,Hollywood,26.02587,-80.14018,Entire home/apt,100,1,115,2022-03-07,1.63,2,301,23,
13696826,Tropical Studio,35217801,Sheila,,Fort Lauderdale,26.09973,-80.17601,Entire home/apt,55,3,386,2022-06-03,5.31,1,126,24,
13900042,Vacation Village at Bonaventure: 1-BR Type A,27042710,Igor,,Weston,26.12707,-80.37331,Entire home/apt,195,5,10,2021-01-02,0.15,13,365,0,
13700325,TU CALETA EN MIAMI 1,79913668,Andrea,,Hollywood,26.02122,-80.21934,Private room,38,1,77,2022-05-26,1.07,4,351,15,
13907186,"Spacious, Vacation Home w/pool on Golf Course.",65103556,Mamta,,Plantation,26.11168,-80.2815,Entire home/apt,500,3,101,2022-05-30,1.42,1,333,21,
13700511,Tu Caleta en Miami5,79913668,Andrea,,Hollywood,26.02267,-80.21699,Private room,36,1,72,2022-05-10,1.08,4,361,15,
13908166,632A FLL Private Apt.- 1.5 mi to Beach & Las Olas,8487141,Victoria Park Vacation Rentals,,Fort Lauderdale,26.132,-80.12371,Private room,100,1,258,2022-06-01,3.62,20,40,46,
13701096,TU  CALETA EN MIAMI3,79913668,Andrea,,Hollywood,26.02086,-80.21847,Private room,38,1,157,2022-04-30,2.17,4,348,18,
13954036,The Sea Turtle on Hollywood Beach,72095282,Jonathan,,Hollywood,26.0273,-80.11534,Entire home/apt,129,1,5,2017-01-01,0.07,11,0,0,
13969407,Unit A Sea&I Private Studio in Distinctive Boutique🌞💒🌊 𝘉𝘺 𝘋𝘦𝘴𝘪𝘨𝘯𝘦𝘥𝘝𝘙,58759792,DesignedVR,,Deerfield Beach,26.31788,-80.09112,Entire home/apt,90,2,146,2022-05-24,2.22,8,296,29,
13978564,"Central location between Hollywood, Miami, Ft Laud",31480844,Roger,,West Park,25.99299,-80.19879,Private room,65,1,24,2022-04-28,0.35,2,52,8,
14854107,sleep by the sea on this luxurious unit,92996236,Sebastian,,Hollywood,25.9865,-80.11994,Entire home/apt,311,4,24,2022-05-22,3.12,1,132,24,
13979225,"Central Location, close to Miami, Ft Lauderdale",31480844,Roger,,West Park,25.99285,-80.19702,Private room,65,1,22,2022-05-09,0.32,2,21,6,
14856107,Beachwalk Resort - Luxurious & Spacious Condo,93012131,Bianca,,Hallandale Beach,25.986277,-80.12281,Entire home/apt,367,3,132,2022-06-05,1.98,3,305,36,
13990356,Unit B Sea&I Private Studio in Distinctive Boutique🌞💒🌊 𝘉𝘺 𝘋𝘦𝘴𝘪𝘨𝘯𝘦𝘥𝘝𝘙,58759792,DesignedVR,,Deerfield Beach,26.31657,-80.09158,Private room,81,1,176,2022-05-30,2.64,8,278,42,
13998527,Pool Studio Apt Wilton Manors!,70570330,Isaac,,Wilton Manors,26.15783,-80.12373,Entire home/apt,87,1,192,2022-05-19,2.67,5,111,39,
14870754,Studio on the beach,29238622,Elin And Ben,,Fort Lauderdale,26.16743,-80.09873,Entire home/apt,133,2,276,2022-05-25,3.96,2,172,41,
13998697,3 Bed 2 Bath Pool Apt!,70570330,Isaac,,Wilton Manors,26.15987,-80.12526,Entire home/apt,199,1,32,2022-02-13,0.45,5,222,4,
14012738,5 Bed Pool House! Wilton Manors!,70570330,Isaac,,Wilton Manors,26.15856,-80.12382,Entire home/apt,479,1,73,2022-05-29,1.04,5,274,18,
14881441,Waterfront Estate Paradise- Lighthouse Point,22580003,Collette,,Lighthouse Point,26.29066,-80.09283,Entire home/apt,650,5,26,2021-10-05,0.37,1,116,1,
14039196,FORT LAUDERDALE Q Club Beach Resort 610,44516129,Mike,,Fort Lauderdale,26.12852,-80.10491,Entire home/apt,153,4,111,2022-05-13,1.67,7,319,33,
14910704,Cozy Apartment Nearby Beach,90915320,Yaya,,Hollywood,26.01623,-80.15377,Entire home/apt,250,1,0,,,1,0,0,
14069496,Miami Hollywood Penthouse with Awesome Ocean View,31595811,Miami Rent Apart,,Hollywood,25.9889,-80.11776,Entire home/apt,129,1,21,2022-05-22,0.34,49,101,6,
14910971,ESPECTACULAR APARTAMENTO SOBRE PLAYA EN HOLLYWOOD,51445813,Sergio,,Hallandale Beach,25.98715,-80.11798,Entire home/apt,146,4,5,2022-04-02,0.12,4,154,3,
14071225,Miami Hollywood Enjoyable Bay View on the Beach,31595811,Miami Rent Apart,,Hollywood,25.98946,-80.11887,Entire home/apt,123,1,3,2019-07-29,0.04,49,235,0,
14914256,A Luxury Barn with Steam & jacuzzi,33870641,Willie,,Southwest Ranches,26.04758,-80.33892,Entire home/apt,100,5,186,2022-05-31,2.69,5,242,17,
14072459,Miami Hollywood 2 Bedroom Garden View,31595811,Miami Rent Apart,,Hollywood,25.98804,-80.11846,Entire home/apt,167,1,3,2021-07-10,0.07,49,155,1,
14074635,Not available . Pompano beach farmhouse,55141436,Sasha,,Pompano Beach,26.29301,-80.09697,Private room,55,1,0,,,1,0,0,
14917897,The Ultimate Beach House,13037149,Doug,,Fort Lauderdale,26.15122,-80.10206,Entire home/apt,2000,6,28,2021-11-01,0.42,1,283,2,
14108889,Nice One Bedroom Ocean Oriented,31595811,Miami Rent Apart,,Hollywood,25.98789,-80.11751,Entire home/apt,129,1,3,2021-02-20,0.05,49,111,0,
14929625,BEACH CLUB ON THE BEACH 5-STAR 3/3,2001930,Dmitri,,Hallandale Beach,25.98549,-80.1177,Entire home/apt,495,14,0,,,51,32,0,
14114463,NICE condo2  NEAR BEACH  POOL FREE PARKING & WIFI,899093,Sharone,,Hallandale Beach,25.99592,-80.13508,Entire home/apt,96,30,23,2022-03-25,0.35,6,179,6,
14929955,Come to the sea! Superb apartment 2/2!!J,29028383,Amden,,Hollywood,25.98738,-80.11864,Entire home/apt,280,7,14,2022-03-21,0.20,6,299,3,
14118307,Cozy Modern Apartment Next to Lauderdale Airport,63473813,Ryder,,Dania Beach,26.05494,-80.1429,Entire home/apt,62,3,88,2022-05-10,1.35,4,32,21,
14931764,Comfortable Room in Deerfield Beach,91277204,Sol,,Deerfield Beach,26.30364,-80.11169,Private room,33,3,6,2020-04-04,0.09,1,160,0,
14947242,Great Vacation Stay w/ Private Pool,5370285,Jan,,Wilton Manors,26.16151,-80.15448,Entire home/apt,182,3,141,2022-06-11,2.01,3,197,32,
14167438,By the Beach and Intercoastal,85729695,Daniel,,Deerfield Beach,26.30725,-80.07842,Entire home/apt,98,1,51,2022-05-13,0.75,9,191,8,
14951117,Grace's Private Room,90085093,Grace,,North Lauderdale,26.20128,-80.20508,Private room,33,50,24,2021-11-04,0.34,1,159,1,
14174484,Amazing Ocean View two-bedroom apartment and Beach,85823158,Olesya,,Hollywood,25.98887,-80.11834,Entire home/apt,140,30,5,2019-12-12,0.08,1,214,0,
14177091,Endless Summer Vibe Las Olas Apartment,85854794,Mayer & Joanna,,Fort Lauderdale,26.12125,-80.12744,Entire home/apt,292,3,173,2022-06-11,2.43,4,270,33,
14956961,Beautiful park like setting 2/1 on fenced acreage.,90778158,Debbie & Grady,,Coconut Creek,26.32096,-80.19386,Private room,150,1,33,2020-02-22,0.50,4,167,0,
14185722,BeachWalk Studio with amazing view!,80349431,Nicolas And Angela,,Hallandale Beach,25.98687,-80.12383,Entire home/apt,110,2,87,2022-05-29,1.23,3,173,19,
14976774,Quiet Private Cottage Close To All The Fun,94353702,Louis,,Fort Lauderdale,26.1482,-80.14385,Entire home/apt,119,3,13,2022-05-30,0.24,1,312,4,
14199213,"Snug, Beach: 0.2 mile, F.Lauderdale, 2 rooms",28939001,Olivier,,Fort Lauderdale,26.16438,-80.10062,Entire home/apt,133,3,113,2022-06-10,1.63,5,209,23,
14232013,The Beach Cottage in the middle of downtown,3584681,Zsolti,,Fort Lauderdale,26.1271,-80.14144,Entire home/apt,186,4,17,2022-05-17,0.24,2,309,6,
14976932,"#4:  Close to Beach, Airport and Las Olas",4246703,Matthew,,Fort Lauderdale,26.13966,-80.12911,Entire home/apt,115,1,369,2022-06-06,5.29,66,156,39,
14992103,Entire Cozy 2 room studio-private entrance,77174888,Mary,,Wilton Manors,26.16248,-80.15182,Entire home/apt,75,1,1,2022-05-31,1,1,314,1,
14250322,"Waterfront views, minutes from the beach and more.",81947470,Teri,,Fort Lauderdale,26.16514,-80.10654,Entire home/apt,175,7,34,2022-05-10,0.51,2,146,13,
14994760,Great place for Long Term Stay #1,94547570,Shirel,,Hollywood,26.00169,-80.14832,Entire home/apt,75,31,216,2021-11-04,3.09,7,314,4,
14265750,"Condo on the beach - Hollywood Beach, FL",86934682,Sam,,Hollywood,25.99048,-80.1193,Entire home/apt,120,14,5,2022-05-26,0.17,1,152,3,
15002465,Beach Walk Resort  De Lux,32573006,Roberto,,Hallandale Beach,25.98521,-80.12175,Entire home/apt,302,2,55,2022-04-29,0.79,5,344,7,
14340913,Room # 1 Furnished - Shared Bathroom,10392690,Pochita,,Pembroke Pines,26.02909,-80.24388,Private room,53,1,3,2021-11-08,0.11,3,320,1,
14352563,Duplex minutes from the Beach & Gulfstream,52971783,Debbie,,Hallandale Beach,25.98368,-80.15538,Entire home/apt,145,14,24,2022-05-31,0.35,2,364,7,
15023039,Beautiful apartment on Hollywood  beach,94821255,Elizabeth,,Hollywood,26.01711,-80.11535,Entire home/apt,170,3,108,2022-05-30,1.54,2,210,34,
15059611,73 Exceptional 2 bedroom PH Incredible View,14310639,Enrico,,Hallandale Beach,25.98599,-80.12251,Entire home/apt,292,2,72,2022-06-07,1.05,112,180,14,
14355220,Two bedroom minutes from Beach!,82172231,Craig & Deniece,,Hollywood,26.02637,-80.1398,Entire home/apt,86,1,115,2022-06-14,1.61,2,286,25,
15066585,"Vacation Village at Weston: 2-BR Lockoff, Sleeps 8",27042710,Igor,,Weston,26.12691,-80.37318,Entire home/apt,250,7,6,2021-06-26,0.09,13,184,1,
14356645,9R ON THE BEACH!!!  Hallendale/Hollywood 2/2,86916753,Silvina,,Hallandale Beach,25.98671,-80.11805,Entire home/apt,226,1,37,2022-05-09,0.88,4,222,16,
15067288,Charming Ft Lauderdale Getaway,95005651,Daniel,,Fort Lauderdale,26.14089,-80.12854,Entire home/apt,350,4,11,2022-04-10,0.17,1,226,3,
15096004,Entire Teak Yacht Ft. Lauderdale / Miami / Keys,95570132,Kyla / Jonah,,Fort Lauderdale,26.11092,-80.10785,Entire home/apt,169,3,187,2021-09-22,2.70,2,0,3,
14399951,Cozy Beach cottage apartment  Boutique Building,88512195,Paola,,Fort Lauderdale,26.13465,-80.11722,Entire home/apt,120,120,0,,,1,0,0,
15099593,**Special offer for Long Term Stay**#2,94547570,Shirel,,Hollywood,26.00347,-80.14734,Entire home/apt,75,31,189,2022-05-10,2.73,7,153,6,
15099625,Special offer for Long Term Stay #3,94547570,Shirel,,Hollywood,26.00147,-80.14853,Entire home/apt,81,31,162,2022-01-10,2.32,7,353,1,
14404345,Cozy Apt - 15  Minutes Drive from Hollywood Beach!,88561425,Ana,,Hollywood,26.02381,-80.21869,Entire home/apt,78,2,202,2022-06-07,2.84,1,142,19,
15099894,**Great place for Long Term Stay 2 bedroom ** #4,94547570,Shirel,,Hollywood,26.00183,-80.14734,Entire home/apt,96,31,219,2022-04-29,3.17,7,218,8,
14415959,De Soto Condominium Hallandale,88691040,Luis And Yulissa,,Hallandale Beach,25.99345,-80.1286,Entire home/apt,180,3,33,2022-04-16,0.48,1,291,9,
15123883,Luxury Beach Townhouse steps from the beach!,50726233,Camilla,,Pompano Beach,26.24042,-80.08912,Entire home/apt,453,5,37,2022-04-21,0.56,1,102,8,
14463738,Sawgrass mall nice home,89119153,Vida,,Sunrise,26.13951,-80.31557,Private room,100,1,0,,,1,0,0,
15163375,Family Suite,92680978,Elita,,Fort Lauderdale,26.12787,-80.10445,Private room,339,1,17,2022-01-30,0.26,7,37,1,
14467096,"Ft. Lauderdale ""Tommy Bahama"" style",82938801,Deborah,,Tamarac,26.21842,-80.2895,Entire home/apt,100,180,0,,,1,0,0,
14475383,Modern 2Bedroom apt with Lake View,10815142,Priscilla,,Deerfield Beach,26.27654,-80.13594,Entire home/apt,115,5,85,2022-05-28,1.33,1,131,19,
15164181,Ocean View Presidential Suite! Ft Lauderdale Beach,92680978,Elita,,Fort Lauderdale,26.12768,-80.10471,Private room,418,1,10,2022-03-13,0.15,7,59,2,
